Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No_of_Trades,Deliverable_Qty,Percent_Dly_Qt_to_Traded_Qty,Date_Year,Date_Month,Day_Perc_Change,Trend
HINDUNILVR,EQ,2018-12-19,1840.75,1849.95,1858.0,1842.0,1845.0,1844.8,1848.62,1687085,3118785203.6,89407,1324512,78.51,2018,12,0.22,Slight
HINDUNILVR,EQ,2018-12-20,1844.8,1839.0,1854.9,1821.0,1833.0,1834.25,1839.16,1500656,2759945725.9,84823,898964,59.9,2018,12,-0.57,Slight negative
HINDUNILVR,EQ,2018-12-21,1834.25,1833.0,1842.6,1800.0,1810.0,1803.5,1816.56,1439522,2614985011.9,85704,946603,65.76,2018,12,-1.68,Negative
HINDUNILVR,EQ,2018-12-24,1803.5,1814.0,1814.0,1777.55,1788.0,1784.65,1797.63,1023418,1839728513.15,46050,376414,36.78,2018,12,-1.05,Negative
HINDUNILVR,EQ,2018-12-26,1784.65,1760.0,1798.65,1741.25,1790.0,1791.6,1772.77,2212019,3921411644.1,71897,642553,29.05,2018,12,0.39,Slight
HINDUNILVR,EQ,2018-12-27,1791.6,1802.7,1823.0,1793.15,1816.0,1814.9,1807.59,1516851,2741845054.3,60445,801536,52.84,2018,12,1.3,Positive
HINDUNILVR,EQ,2018-12-28,1814.9,1817.9,1834.9,1815.7,1820.0,1822.05,1826.37,963189,1759135560.45,46234,459688,47.73,2018,12,0.39,Slight
HINDUNILVR,EQ,2018-12-31,1822.05,1830.0,1836.9,1811.25,1817.9,1819.65,1820.78,757071,1378463008.35,29700,412583,54.5,2018,12,-0.13,Slight
HINDUNILVR,EQ,2019-01-01,1819.65,1824.8,1824.8,1798.35,1799.0,1801.1,1804.57,807345,1456911127.7,23385,438072,54.26,2019,1,-1.02,Negative
HINDUNILVR,EQ,2019-01-02,1801.1,1792.4,1808.85,1771.3,1781.0,1784.6,1786.89,1598707,2856718978.55,58293,993011,62.11,2019,1,-0.92,Slight negative
HINDUNILVR,EQ,2019-01-03,1784.6,1782.6,1803.45,1782.6,1785.0,1788.4,1792.38,1182624,2119709407.95,60197,680871,57.57,2019,1,0.21,Slight
HINDUNILVR,EQ,2019-01-04,1788.4,1798.9,1802.0,1772.15,1780.0,1781.7,1784.94,1454134,2595536562.0,79115,862409,59.31,2019,1,-0.37,Slight
HINDUNILVR,EQ,2019-01-07,1781.7,1791.5,1804.0,1782.45,1784.0,1784.95,1790.16,909032,1627311434.2,30753,611874,67.31,2019,1,0.18,Slight
HINDUNILVR,EQ,2019-01-08,1784.95,1792.0,1793.5,1761.1,1769.95,1770.85,1773.74,1262707,2239711344.45,57180,804480,63.71,2019,1,-0.79,Slight negative
HINDUNILVR,EQ,2019-01-09,1770.85,1777.5,1797.0,1773.4,1786.0,1785.0,1785.48,1324628,2365099189.6,72737,778203,58.75,2019,1,0.8,Slight positive
HINDUNILVR,EQ,2019-01-10,1785.0,1785.0,1799.1,1779.0,1786.0,1786.2,1787.93,1313981,2349309256.2,56693,892823,67.95,2019,1,0.07,Slight
HINDUNILVR,EQ,2019-01-11,1786.2,1795.0,1795.4,1758.55,1770.0,1769.4,1773.87,1113837,1975803617.2,52486,649663,58.33,2019,1,-0.94,Slight negative
HINDUNILVR,EQ,2019-01-14,1769.4,1771.0,1780.75,1760.1,1766.0,1763.9,1766.64,1018068,1798561084.2,36672,675559,66.36,2019,1,-0.31,Slight
HINDUNILVR,EQ,2019-01-15,1763.9,1767.4,1793.4,1767.4,1786.55,1789.85,1780.97,1614600,2875557581.75,56059,1231103,76.25,2019,1,1.47,Positive
HINDUNILVR,EQ,2019-01-16,1789.85,1790.0,1794.8,1766.8,1771.65,1772.55,1774.6,2054033,3645095839.05,53605,1545518,75.24,2019,1,-0.97,Slight negative
HINDUNILVR,EQ,2019-01-17,1772.55,1776.9,1779.25,1742.5,1750.0,1751.5,1760.88,1941204,3418235345.45,80743,895796,46.15,2019,1,-1.19,Negative
HINDUNILVR,EQ,2019-01-18,1751.5,1750.0,1768.85,1727.3,1746.4,1744.1,1746.76,3234056,5649114893.35,119528,1229772,38.03,2019,1,-0.42,Slight
HINDUNILVR,EQ,2019-01-21,1744.1,1749.0,1758.0,1736.05,1745.85,1746.9,1747.7,1628067,2845378288.5,65165,1057378,64.95,2019,1,0.16,Slight
HINDUNILVR,EQ,2019-01-22,1746.9,1746.0,1755.0,1741.25,1751.0,1750.2,1749.37,1776472,3107698997.0,87250,1227583,69.1,2019,1,0.19,Slight
HINDUNILVR,EQ,2019-01-23,1750.2,1752.0,1784.05,1749.4,1760.55,1767.2,1774.32,2321782,4119584551.2,59649,1249936,53.84,2019,1,0.97,Slight positive
HINDUNILVR,EQ,2019-01-24,1767.2,1766.8,1784.05,1756.7,1759.0,1759.5,1763.94,1350870,2382854580.75,62636,925006,68.47,2019,1,-0.44,Slight
HINDUNILVR,EQ,2019-01-25,1759.5,1762.0,1778.75,1750.0,1755.0,1756.8,1763.2,1131790,1995570636.6,76957,660207,58.33,2019,1,-0.15,Slight
HINDUNILVR,EQ,2019-01-28,1756.8,1758.9,1771.55,1740.15,1746.0,1743.0,1751.66,1289774,2259249716.85,75400,942979,73.11,2019,1,-0.79,Slight negative
HINDUNILVR,EQ,2019-01-29,1743.0,1745.0,1763.85,1726.1,1758.0,1756.7,1750.93,1319822,2310911235.4,55006,905273,68.59,2019,1,0.79,Slight positive
HINDUNILVR,EQ,2019-01-30,1756.7,1760.0,1760.75,1728.1,1729.0,1733.35,1740.74,1259978,2193294539.3,93638,785972,62.38,2019,1,-1.33,Negative
HINDUNILVR,EQ,2019-01-31,1733.35,1735.9,1774.9,1735.25,1757.15,1763.25,1764.22,1880257,3317179921.7,69687,1166486,62.04,2019,1,1.72,Positive
HINDUNILVR,EQ,2019-02-01,1763.25,1763.25,1832.5,1761.45,1799.9,1799.3,1802.24,2342251,4221289201.0,99426,1205126,51.45,2019,2,2.04,Positive
HINDUNILVR,EQ,2019-02-04,1799.3,1799.9,1823.0,1794.7,1802.65,1802.6,1807.77,1116390,2018179454.75,59891,492621,44.13,2019,2,0.18,Slight
HINDUNILVR,EQ,2019-02-05,1802.6,1805.0,1834.95,1804.95,1817.35,1821.45,1825.73,1278708,2334579666.6,72753,698355,54.61,2019,2,1.05,Positive
HINDUNILVR,EQ,2019-02-06,1821.45,1828.4,1836.45,1820.0,1830.0,1829.95,1830.56,859789,1573896138.2,46763,508938,59.19,2019,2,0.47,Slight
HINDUNILVR,EQ,2019-02-07,1829.95,1834.0,1845.0,1828.35,1837.65,1839.05,1839.14,927434,1705677898.05,59806,523368,56.43,2019,2,0.5,Slight
HINDUNILVR,EQ,2019-02-08,1839.05,1839.1,1847.0,1811.0,1815.0,1817.3,1827.11,1222765,2234122584.55,61098,862722,70.56,2019,2,-1.18,Negative
HINDUNILVR,EQ,2019-02-11,1817.3,1811.05,1815.4,1795.75,1812.5,1804.8,1804.64,797453,1439115107.0,65801,493336,61.86,2019,2,-0.69,Slight negative
HINDUNILVR,EQ,2019-02-12,1804.8,1810.0,1812.0,1789.0,1793.0,1794.5,1796.79,990035,1778882803.75,65893,610526,61.67,2019,2,-0.57,Slight negative
HINDUNILVR,EQ,2019-02-13,1794.5,1800.0,1814.9,1791.6,1793.4,1798.95,1803.74,1227463,2214018893.15,79931,723389,58.93,2019,2,0.25,Slight
HINDUNILVR,EQ,2019-02-14,1798.95,1796.0,1798.5,1777.0,1782.35,1785.05,1786.78,1341658,2397249318.6,68692,797555,59.45,2019,2,-0.77,Slight negative
HINDUNILVR,EQ,2019-02-15,1785.05,1790.0,1790.0,1747.5,1773.0,1772.8,1765.01,1177218,2077805146.0,63074,629801,53.5,2019,2,-0.69,Slight negative
HINDUNILVR,EQ,2019-02-18,1772.8,1775.1,1775.1,1735.0,1753.0,1751.9,1746.17,1513430,2642700487.45,68178,960848,63.49,2019,2,-1.18,Negative
HINDUNILVR,EQ,2019-02-19,1751.9,1750.0,1759.6,1730.45,1740.7,1737.95,1741.74,1598381,2783957888.8,69502,963881,60.3,2019,2,-0.8,Slight negative
HINDUNILVR,EQ,2019-02-20,1737.95,1742.7,1745.95,1722.0,1736.0,1733.5,1731.28,1430235,2476135669.15,93932,929685,65.0,2019,2,-0.26,Slight
HINDUNILVR,EQ,2019-02-21,1733.5,1737.0,1758.0,1736.35,1753.8,1754.7,1750.18,1225418,2144698391.35,88905,778410,63.52,2019,2,1.22,Positive
HINDUNILVR,EQ,2019-02-22,1754.7,1760.0,1773.0,1751.95,1767.65,1768.55,1765.88,1360163,2401890279.2,59415,977598,71.87,2019,2,0.79,Slight positive
HINDUNILVR,EQ,2019-02-25,1768.55,1772.0,1775.8,1759.0,1772.0,1770.15,1767.01,1490746,2634161620.65,85731,1067441,71.6,2019,2,0.09,Slight
HINDUNILVR,EQ,2019-02-26,1770.15,1763.4,1785.9,1762.0,1768.9,1772.25,1776.55,2190515,3891559939.65,98700,1570684,71.7,2019,2,0.12,Slight
HINDUNILVR,EQ,2019-02-27,1772.25,1779.0,1779.0,1728.55,1735.5,1736.5,1745.45,1491740,2603752524.0,99084,830574,55.68,2019,2,-2.02,Negative
HINDUNILVR,EQ,2019-02-28,1736.5,1749.0,1756.65,1727.6,1732.3,1732.65,1739.45,1895136,3296500396.9,94965,1257714,66.37,2019,2,-0.22,Slight
HINDUNILVR,EQ,2019-03-01,1732.65,1735.0,1749.0,1731.05,1735.0,1734.65,1739.39,761115,1323878629.6,59544,488995,64.25,2019,3,0.12,Slight
HINDUNILVR,EQ,2019-03-05,1734.65,1739.8,1739.8,1717.5,1725.0,1724.6,1724.93,1406843,2426703625.95,116686,853009,60.63,2019,3,-0.58,Slight negative
HINDUNILVR,EQ,2019-03-06,1724.6,1726.1,1730.0,1697.95,1700.0,1699.8,1707.44,2193045,3744496305.55,108551,1573909,71.77,2019,3,-1.44,Negative
HINDUNILVR,EQ,2019-03-07,1699.8,1706.35,1720.0,1699.8,1707.35,1705.4,1708.79,1566441,2676722914.55,79955,906201,57.85,2019,3,0.33,Slight
HINDUNILVR,EQ,2019-03-08,1705.4,1706.0,1718.0,1695.1,1701.8,1701.6,1702.7,1419614,2417176480.1,50981,838206,59.04,2019,3,-0.22,Slight
HINDUNILVR,EQ,2019-03-11,1701.6,1708.75,1726.0,1703.0,1717.0,1714.95,1716.43,1427771,2450671779.85,62445,937086,65.63,2019,3,0.78,Slight positive
HINDUNILVR,EQ,2019-03-12,1714.95,1718.9,1739.0,1718.8,1736.0,1734.8,1734.4,1861116,3227927396.95,86794,1306720,70.21,2019,3,1.16,Positive
HINDUNILVR,EQ,2019-03-13,1734.8,1749.0,1755.5,1741.1,1748.5,1747.6,1747.33,1744331,3047928323.8,86427,1126260,64.57,2019,3,0.74,Slight positive
HINDUNILVR,EQ,2019-03-14,1747.6,1750.75,1751.7,1730.2,1738.0,1737.3,1736.25,867427,1506070230.0,73209,578365,66.68,2019,3,-0.59,Slight negative
HINDUNILVR,EQ,2019-03-15,1737.3,1745.0,1746.5,1694.45,1701.0,1698.4,1702.04,3571762,6079288149.8,128175,2297393,64.32,2019,3,-2.24,Negative
HINDUNILVR,EQ,2019-03-18,1698.4,1710.0,1710.95,1686.9,1697.0,1697.55,1698.64,1621113,2753679358.95,62545,760107,46.89,2019,3,-0.05,Slight
HINDUNILVR,EQ,2019-03-19,1697.55,1697.6,1709.4,1688.2,1701.0,1699.65,1698.3,1456211,2473089662.45,75420,952246,65.39,2019,3,0.12,Slight
HINDUNILVR,EQ,2019-03-20,1699.65,1705.0,1716.5,1683.45,1685.05,1687.55,1702.74,2312268,3937180157.8,87548,1583603,68.49,2019,3,-0.71,Slight negative
HINDUNILVR,EQ,2019-03-22,1687.55,1687.55,1703.85,1673.7,1677.5,1678.05,1685.25,1636228,2757456874.7,69901,786092,48.04,2019,3,-0.56,Slight negative
HINDUNILVR,EQ,2019-03-25,1678.05,1674.0,1687.5,1660.0,1676.0,1673.85,1674.08,2039945,3415026503.65,53113,1327607,65.08,2019,3,-0.25,Slight
HINDUNILVR,EQ,2019-03-26,1673.85,1679.9,1691.55,1674.0,1684.0,1683.8,1683.21,1452899,2445541295.55,56242,784693,54.01,2019,3,0.59,Slight positive
HINDUNILVR,EQ,2019-03-27,1683.8,1684.0,1707.8,1675.0,1676.0,1680.8,1693.98,1520533,2575753464.15,60863,709104,46.64,2019,3,-0.18,Slight
HINDUNILVR,EQ,2019-03-28,1680.8,1685.0,1692.0,1673.4,1689.85,1683.9,1681.5,1852958,3115749382.3,60847,1266445,68.35,2019,3,0.18,Slight
HINDUNILVR,EQ,2019-03-29,1683.9,1695.3,1712.85,1691.9,1706.5,1706.8,1706.33,2348874,4007948160.0,101910,1640895,69.86,2019,3,1.36,Positive
HINDUNILVR,EQ,2019-04-01,1706.8,1710.0,1721.35,1686.0,1690.0,1690.0,1702.01,1283162,2183957654.5,84799,633302,49.35,2019,4,-0.98,Slight negative
HINDUNILVR,EQ,2019-04-02,1690.0,1693.15,1697.0,1680.1,1682.0,1687.15,1687.2,1227869,2071666085.85,49263,679972,55.38,2019,4,-0.17,Slight
HINDUNILVR,EQ,2019-04-03,1687.15,1682.0,1686.6,1668.65,1671.1,1670.8,1677.49,1233102,2068511885.3,66579,609761,49.45,2019,4,-0.97,Slight negative
HINDUNILVR,EQ,2019-04-04,1670.8,1668.0,1686.6,1658.0,1666.5,1666.55,1671.46,1212398,2026476312.45,44295,697667,57.54,2019,4,-0.25,Slight
HINDUNILVR,EQ,2019-04-05,1666.55,1670.0,1671.5,1650.0,1662.55,1659.1,1656.32,1468074,2431599475.75,54773,894132,60.91,2019,4,-0.45,Slight
HINDUNILVR,EQ,2019-04-08,1659.1,1664.9,1679.75,1656.9,1661.5,1664.9,1669.4,1647502,2750337160.8,72607,825191,50.09,2019,4,0.35,Slight
HINDUNILVR,EQ,2019-04-09,1664.9,1668.8,1683.9,1662.25,1681.0,1680.5,1673.99,1232434,2063084913.35,69034,903085,73.28,2019,4,0.94,Slight positive
HINDUNILVR,EQ,2019-04-10,1680.5,1684.7,1704.65,1675.0,1699.0,1694.15,1694.92,1720236,2915666406.45,79919,996212,57.91,2019,4,0.81,Slight positive
HINDUNILVR,EQ,2019-04-11,1694.15,1703.0,1716.5,1698.05,1712.0,1710.4,1710.78,2026954,3467671525.7,95478,1275040,62.9,2019,4,0.96,Slight positive
HINDUNILVR,EQ,2019-04-12,1710.4,1716.4,1724.7,1710.2,1720.4,1721.65,1718.84,1437818,2471385268.95,70567,847460,58.94,2019,4,0.66,Slight positive
HINDUNILVR,EQ,2019-04-15,1721.65,1725.0,1731.2,1713.1,1722.7,1722.05,1722.9,1035378,1783848580.9,47784,671125,64.82,2019,4,0.02,Slight
HINDUNILVR,EQ,2019-04-16,1722.05,1726.0,1742.0,1716.15,1739.75,1738.55,1736.15,1625738,2822532135.9,92977,1167135,71.79,2019,4,0.96,Slight positive
HINDUNILVR,EQ,2019-04-18,1738.55,1738.55,1744.1,1729.25,1742.0,1739.9,1738.82,1475552,2565716224.9,63822,848085,57.48,2019,4,0.08,Slight
HINDUNILVR,EQ,2019-04-22,1739.9,1740.0,1745.0,1730.1,1738.8,1739.85,1738.7,717781,1248006649.35,43298,450495,62.76,2019,4,-0.0,Slight
HINDUNILVR,EQ,2019-04-23,1739.85,1742.0,1748.0,1733.1,1744.6,1744.2,1742.1,802947,1398817909.05,37702,460369,57.33,2019,4,0.25,Slight
HINDUNILVR,EQ,2019-04-24,1744.2,1744.6,1755.0,1735.0,1754.9,1752.6,1742.32,1169461,2037578627.5,53246,888932,76.01,2019,4,0.48,Slight
HINDUNILVR,EQ,2019-04-25,1752.6,1756.0,1762.6,1727.2,1737.15,1734.2,1743.94,1704890,2973226773.4,60998,1312480,76.98,2019,4,-1.05,Negative
HINDUNILVR,EQ,2019-04-26,1734.2,1738.0,1750.8,1726.15,1747.05,1747.35,1738.85,772993,1344120329.25,37521,470100,60.82,2019,4,0.76,Slight positive
HINDUNILVR,EQ,2019-04-30,1747.35,1750.0,1762.0,1744.95,1753.1,1757.7,1755.94,1171594,2057244808.85,60795,892038,76.14,2019,4,0.59,Slight positive
HINDUNILVR,EQ,2019-05-02,1757.7,1756.5,1762.5,1720.25,1723.0,1723.55,1740.05,793819,1381286897.25,47311,486269,61.26,2019,5,-1.94,Negative
HINDUNILVR,EQ,2019-05-03,1723.55,1720.0,1727.0,1682.0,1690.65,1693.55,1698.94,1442888,2451375258.8,83786,614638,42.6,2019,5,-1.74,Negative
HINDUNILVR,EQ,2019-05-06,1693.55,1687.0,1687.0,1656.0,1668.1,1668.9,1666.58,2373878,3956259407.0,150408,1137685,47.93,2019,5,-1.46,Negative
HINDUNILVR,EQ,2019-05-07,1668.9,1678.8,1710.9,1672.5,1697.5,1697.5,1700.33,2212617,3762183398.3,83971,1248858,56.44,2019,5,1.71,Positive
HINDUNILVR,EQ,2019-05-08,1697.5,1697.5,1697.5,1675.0,1690.15,1688.7,1686.13,1243338,2096428105.7,105328,849935,68.36,2019,5,-0.52,Slight negative
HINDUNILVR,EQ,2019-05-09,1688.7,1680.1,1713.0,1677.0,1702.45,1703.75,1695.24,1204995,2042756810.8,96629,821111,68.14,2019,5,0.89,Slight positive
HINDUNILVR,EQ,2019-05-10,1703.75,1708.95,1709.0,1678.5,1686.0,1687.45,1694.39,1000696,1695567197.2,98364,581135,58.07,2019,5,-0.96,Slight negative
HINDUNILVR,EQ,2019-05-13,1687.45,1692.0,1717.0,1688.7,1699.1,1702.0,1705.6,1160287,1978984412.95,55814,653294,56.3,2019,5,0.86,Slight positive
